"","ONTOLOGY","TERM","N","DE","P.DE","FDR"
"GO:0001003","MF","RNA polymerase III type 2 promoter sequence-specific DNA binding",3,3,0.880644440332954,1
"GO:0001006","MF","RNA polymerase III type 3 promoter sequence-specific DNA binding",6,6,0.774041050742236,1
"GO:0001010","MF","RNA polymerase II sequence-specific DNA-binding transcription factor recruiting activity",1,1,0.959660140882307,1
"GO:0001016","MF","RNA polymerase III transcription regulatory region sequence-specific DNA binding",8,8,0.708722498492227,1
"GO:0001018","MF","mitochondrial promoter sequence-specific DNA binding",2,2,0.918270885891953,1
"GO:0001025","MF","RNA polymerase III general transcription initiation factor binding",3,2,0.994933875309146,1
"GO:0001042","MF","RNA polymerase I core binding",4,4,0.820999182540288,1
"GO:0001046","MF","core promoter sequence-specific DNA binding",41,41,0.175742555963375,1
"GO:0001067","MF","transcription regulatory region nucleic acid binding",1351,1325,9.28335207959466e-07,0.000206109170413627
"GO:0001069","MF","regulatory region RNA binding",1,1,0.959474222346538,1
"GO:0001091","MF","RNA polymerase II general transcription initiation factor binding",22,22,0.391864806406203,1
"GO:0001093","MF","TFIIB-class transcription factor binding",4,4,0.843750633244422,1
"GO:0001094","MF","TFIID-class transcription factor complex binding",10,10,0.651944860348715,1
"GO:0001096","MF","TFIIF-class transcription factor complex binding",2,2,0.915758743915537,1
"GO:0001097","MF","TFIIH-class transcription factor complex binding",3,3,0.883246529867845,1
"GO:0001098","MF","basal transcription machinery binding",57,56,0.304423637807494,1
"GO:0001099","MF","basal RNA polymerase II transcription machinery binding",57,56,0.304423637807494,1
"GO:0001100","BP","negative regulation of exit from mitosis",1,1,0.952637083095028,1
"GO:0001101","BP","response to acid chemical",135,134,0.0215495612987317,0.636574747993115
"GO:0001109","BP","promoter clearance during DNA-templated transcription",8,8,0.710491344839298,1
"GO:0001111","BP","RNA polymerase II promoter clearance",8,8,0.710491344839298,1
"GO:0001112","BP","DNA-templated transcription open complex formation",1,1,0.953506319803786,1
"GO:0001115","BP","protein-DNA-RNA complex organization",1,1,0.958799989575143,1
"GO:0001117","BP","protein-DNA-RNA complex disassembly",1,1,0.958799989575143,1
"GO:0001120","BP","protein-DNA complex remodeling",1,1,0.953506319803786,1
"GO:0001147","MF","transcription termination site sequence-specific DNA binding",2,2,0.918637922273571,1
"GO:0001156","MF","TFIIIC-class transcription factor complex binding",2,1,0.998229642509123,1
"GO:0001161","MF","intronic transcription regulatory region sequence-specific DNA binding",11,11,0.630993476677012,1
"GO:0001162","MF","RNA polymerase II intronic transcription regulatory region sequence-specific DNA binding",8,8,0.713679399778276,1
"GO:0001163","MF","RNA polymerase I transcription regulatory region sequence-specific DNA binding",9,9,0.670688879630449,1
"GO:0001164","MF","RNA polymerase I core promoter sequence-specific DNA binding",8,8,0.702254373596612,1
"GO:0001165","MF","RNA polymerase I cis-regulatory region sequence-specific DNA binding",1,1,0.960378068432688,1
"GO:0001172","BP","RNA-templated transcription",3,3,0.881037855552152,1
"GO:0001173","BP","DNA-templated transcriptional start site selection",2,2,0.921472218197718,1
"GO:0001174","BP","transcriptional start site selection at RNA polymerase II promoter",2,2,0.921472218197718,1
"GO:0001178","BP","regulation of transcriptional start site selection at RNA polymerase II promoter",1,1,0.960076306080376,1
"GO:0001179","MF","RNA polymerase I general transcription initiation factor binding",1,1,0.956383398958387,1
"GO:0001181","MF","RNA polymerase I general transcription initiation factor activity",4,4,0.824851400123668,1
"GO:0001188","BP","RNA polymerase I preinitiation complex assembly",9,9,0.671616189541077,1
"GO:0001192","BP","maintenance of transcriptional fidelity during transcription elongation",1,1,0.954536570160664,1
"GO:0001193","BP","maintenance of transcriptional fidelity during transcription elongation by RNA polymerase II",1,1,0.954536570160664,1
"GO:0001216","MF","DNA-binding transcription activator activity",428,428,1.40147211937258e-08,5.60079221523806e-06
"GO:0001217","MF","DNA-binding transcription repressor activity",289,288,5.70754501206359e-05,0.00600248035239989
"GO:0001221","MF","transcription coregulator binding",122,120,0.121248573550291,1
"GO:0001222","MF","transcription corepressor binding",49,48,0.401370745637341,1
"GO:0001223","MF","transcription coactivator binding",48,47,0.412724826216018,1
"GO:0001227","MF","DNA-binding transcription repressor activity, RNA polymerase II-specific",279,278,8.37229973706206e-05,0.00814261717790372
"GO:0001228","MF","DNA-binding transcription activator activity, RNA polymerase II-specific",420,420,1.97580863186567e-08,7.36072436074701e-06
"GO:0001325","BP","formation of extrachromosomal circular DNA",13,13,0.579526515243846,1
"GO:0001401","CC","SAM complex",11,11,0.616237062663128,1
"GO:0001405","CC","PAM complex, Tim23 associated import motor",5,5,0.805310640152387,1
"GO:0001408","BP","guanine nucleotide transport",10,10,0.650475952795158,1
"GO:0001409","MF","guanine nucleotide transmembrane transporter activity",5,5,0.806423375862252,1
"GO:0001501","BP","skeletal system development",528,524,1.83985313344984e-06,0.000346103723760078
"GO:0001502","BP","cartilage condensation",21,21,0.408714107242919,1
"GO:0001503","BP","ossification",435,419,0.337626707699923,1
"GO:0001504","BP","neurotransmitter uptake",46,46,0.139695634965501,1
"GO:0001507","BP","acetylcholine catabolic process in synaptic cleft",2,2,0.920270459338195,1
"GO:0001508","BP","action potential",172,172,0.00061957334283036,0.042031549615467
"GO:0001510","BP","RNA methylation",76,71,0.895304242366986,1
"GO:0001512","MF","dihydronicotinamide riboside quinone reductase activity",1,0,1,1
"GO:0001514","BP","selenocysteine incorporation",9,7,0.99465482311791,1
"GO:0001515","MF","opioid peptide activity",4,4,0.84059331563578,1
"GO:0001516","BP","prostaglandin biosynthetic process",29,27,0.870872420505706,1
"GO:0001517","MF","N-acetylglucosamine 6-O-sulfotransferase activity",6,6,0.771349988842941,1
"GO:0001518","CC","voltage-gated sodium channel complex",14,14,0.540419193697665,1
"GO:0001519","BP","peptide amidation",2,2,0.921675213287449,1
"GO:0001520","CC","outer dense fiber",8,8,0.680759311215706,1
"GO:0001522","BP","pseudouridine synthesis",17,17,0.480383374157103,1
"GO:0001523","BP","retinoid metabolic process",84,82,0.25911701887353,1
"GO:0001525","BP","angiogenesis",619,603,0.0164604894916641,0.536398214795292
"GO:0001527","CC","microfibril",13,13,0.581309090373733,1
"GO:0001530","MF","lipopolysaccharide binding",39,38,0.47863679048859,1
"GO:0001532","MF","interleukin-21 receptor activity",1,1,0.960305083716295,1
"GO:0001533","CC","cornified envelope",59,59,0.0638329250969322,1
"GO:0001534","CC","radial spoke",16,16,0.489472770043267,1
"GO:0001535","CC","radial spoke head",5,5,0.800405685746985,1
"GO:0001536","CC","radial spoke stalk",3,3,0.871522843100889,1
"GO:0001537","MF","dermatan 4-sulfotransferase activity",5,5,0.810324252711244,1
"GO:0001539","BP","cilium or flagellum-dependent cell motility",217,212,0.0839392305543188,1
"GO:0001540","MF","amyloid-beta binding",77,77,0.0370130979761046,0.910008829434877
"GO:0001541","BP","ovarian follicle development",60,58,0.540574757395997,1
"GO:0001542","BP","ovulation from ovarian follicle",10,9,0.93489231865126,1
"GO:0001543","BP","ovarian follicle rupture",1,1,0.95963700768774,1
"GO:0001544","BP","initiation of primordial ovarian follicle growth",2,2,0.92165327208733,1
"GO:0001545","BP","primary ovarian follicle growth",2,2,0.915118591494672,1
"GO:0001546","BP","preantral ovarian follicle growth",3,2,0.994402582052741,1
"GO:0001547","BP","antral ovarian follicle growth",12,12,0.601016097711467,1
"GO:0001549","BP","cumulus cell differentiation",2,2,0.91985707655566,1
"GO:0001550","BP","ovarian cumulus expansion",4,4,0.839198417243002,1
"GO:0001552","BP","ovarian follicle atresia",1,1,0.95824624884681,1
"GO:0001553","BP","luteinization",12,12,0.600765345222307,1
"GO:0001554","BP","luteolysis",8,8,0.715516247658236,1
"GO:0001555","BP","oocyte growth",4,3,0.990380108625643,1
"GO:0001556","BP","oocyte maturation",38,36,0.785449017479381,1
"GO:0001558","BP","regulation of cell growth",392,384,0.0157044202813278,0.517789560016566
"GO:0001560","BP","regulation of cell growth by extracellular stimulus",3,3,0.883569738303759,1
"GO:0001561","BP","fatty acid alpha-oxidation",7,7,0.735054421794464,1
"GO:0001562","BP","response to protozoan",30,29,0.624090293843062,1
"GO:0001567","MF","cholesterol 25-hydroxylase activity",1,1,0.95988193989396,1
"GO:0001568","BP","blood vessel development",793,775,0.00164087099927874,0.0910766276872394
"GO:0001569","BP","branching involved in blood vessel morphogenesis",39,37,0.77886787671585,1
"GO:0001570","BP","vasculogenesis",80,79,0.153298831867735,1
"GO:0001572","BP","lactosylceramide biosynthetic process",2,2,0.91278858987555,1
"GO:0001573","BP","ganglioside metabolic process",29,29,0.289757237847292,1
"GO:0001574","BP","ganglioside biosynthetic process",17,17,0.481876756164349,1
"GO:0001575","BP","globoside metabolic process",2,2,0.922088891900454,1
"GO:0001576","BP","globoside biosynthetic process",2,2,0.922088891900454,1
"GO:0001578","BP","microtubule bundle formation",133,131,0.0777767957952589,1
"GO:0001579","BP","medium-chain fatty acid transport",2,2,0.920429363034328,1
"GO:0001580","BP","detection of chemical stimulus involved in sensory perception of bitter taste",35,35,0.175015993673775,1
"GO:0001581","BP","detection of chemical stimulus involved in sensory perception of sour taste",2,2,0.91312099425408,1
"GO:0001582","BP","detection of chemical stimulus involved in sensory perception of sweet taste",2,2,0.918979526332029,1
"GO:0001586","MF","Gi/o-coupled serotonin receptor activity",6,6,0.772324436013004,1
"GO:0001587","MF","Gq/11-coupled serotonin receptor activity",2,2,0.915769674310123,1
"GO:0001588","MF","dopamine neurotransmitter receptor activity, coupled via Gs",2,2,0.914480916383999,1
"GO:0001591","MF","dopamine neurotransmitter receptor activity, coupled via Gi/Go",3,3,0.877419908431028,1
"GO:0001594","MF","trace-amine receptor activity",7,7,0.69798871584929,1
"GO:0001595","MF","angiotensin receptor activity",3,3,0.869662804773663,1
"GO:0001596","MF","angiotensin type I receptor activity",1,1,0.952514261577038,1
"GO:0001601","MF","peptide YY receptor activity",3,3,0.881221493494569,1
"GO:0001602","MF","pancreatic polypeptide receptor activity",2,2,0.918726108549232,1
"GO:0001604","MF","urotensin II receptor activity",2,2,0.911941668995118,1
"GO:0001605","MF","adrenomedullin receptor activity",3,3,0.859450834654918,1
"GO:0001607","MF","neuromedin U receptor activity",2,2,0.916285743489286,1
"GO:0001609","MF","G protein-coupled adenosine receptor activity",5,5,0.803618985859411,1
"GO:0001614","MF","purinergic nucleotide receptor activity",17,17,0.471103319565917,1
"GO:0001616","MF","growth hormone secretagogue receptor activity",1,1,0.959967614153466,1
"GO:0001618","MF","virus receptor activity",78,76,0.35102850933997,1
"GO:0001621","MF","G protein-coupled ADP receptor activity",3,3,0.881407794861697,1
"GO:0001626","MF","nociceptin receptor activity",1,1,0.960111467444513,1
"GO:0001631","MF","cysteinyl leukotriene receptor activity",1,1,0.952880457632838,1
"GO:0001632","MF","leukotriene B4 receptor activity",2,2,0.916167512491309,1
"GO:0001634","MF","pituitary adenylate cyclase-activating polypeptide receptor activity",3,3,0.881145934831087,1
"GO:0001635","MF","calcitonin gene-related peptide receptor activity",4,4,0.82651472363138,1
"GO:0001637","MF","G protein-coupled chemoattractant receptor activity",25,25,0.327204364531862,1
"GO:0001640","MF","adenylate cyclase inhibiting G protein-coupled glutamate receptor activity",9,9,0.690579781675908,1
"GO:0001641","MF","group II metabotropic glutamate receptor activity",2,2,0.922277886774942,1
"GO:0001642","MF","group III metabotropic glutamate receptor activity",2,2,0.920959050138209,1
"GO:0001648","MF","proteinase-activated receptor activity",5,5,0.804785304416679,1
"GO:0001649","BP","osteoblast differentiation",256,242,0.869615516128387,1
"GO:0001650","CC","fibrillar center",155,153,0.039535567552177,0.9538877879219
"GO:0001651","CC","dense fibrillar component",2,2,0.919336273788812,1
"GO:0001652","CC","granular component",7,7,0.737403072014406,1
"GO:0001653","MF","peptide receptor activity",119,118,0.0328234132484678,0.84977458563171
"GO:0001654","BP","eye development",423,420,1.50843056326751e-05,0.00186265751576517
"GO:0001655","BP","urogenital system development",67,66,0.23402599883019,1
"GO:0001656","BP","metanephros development",89,88,0.114369978135181,1
"GO:0001657","BP","ureteric bud development",94,91,0.461010788765645,1
"GO:0001658","BP","branching involved in ureteric bud morphogenesis",57,57,0.0930383660662516,1
"GO:0001659","BP","temperature homeostasis",183,181,0.017463133867497,0.561990750230723
"GO:0001660","BP","fever generation",10,10,0.64862818727978,1
"GO:0001661","BP","conditioned taste aversion",3,3,0.882965884991459,1
"GO:0001662","BP","behavioral fear response",44,44,0.158377772949312,1
"GO:0001664","MF","G protein-coupled receptor binding",280,278,0.000314359013501314,0.0253099308306187
"GO:0001665","MF","alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase activity",6,6,0.774789007476029,1
"GO:0001666","BP","response to hypoxia",292,283,0.212409838525792,1
"GO:0001667","BP","ameboidal-type cell migration",248,242,0.102376006387288,1
"GO:0001669","CC","acrosomal vesicle",150,142,0.790095385414142,1
"GO:0001671","MF","ATPase activator activity",25,25,0.340932803839252,1
"GO:0001673","CC","male germ cell nucleus",57,57,0.0877075520456693,1
"GO:0001674","CC","female germ cell nucleus",16,16,0.48768787585475,1
"GO:0001675","BP","acrosome assembly",37,37,0.193871070989149,1
"GO:0001676","BP","long-chain fatty acid metabolic process",100,98,0.171524253950086,1
"GO:0001678","BP","intracellular glucose homeostasis",167,160,0.587655375217679,1
"GO:0001680","BP","tRNA 3'-terminal CCA addition",4,3,0.988525549679222,1
"GO:0001681","MF","sialate O-acetylesterase activity",1,1,0.957567369246606,1
"GO:0001682","BP","tRNA 5'-leader removal",13,13,0.562995841064155,1
"GO:0001691","MF","pseudophosphatase activity",2,2,0.913811368167522,1
"GO:0001692","BP","histamine metabolic process",6,6,0.741689703057597,1
"GO:0001694","BP","histamine biosynthetic process",2,2,0.898110478061527,1
"GO:0001695","BP","histamine catabolic process",1,1,0.956165059345881,1
"GO:0001696","BP","gastric acid secretion",14,14,0.549358852305564,1
"GO:0001698","BP","gastrin-induced gastric acid secretion",2,2,0.918659828663673,1
"GO:0001701","BP","in utero embryonic development",413,403,0.0398345332414275,0.958995663358792
"GO:0001702","BP","gastrulation with mouth forming second",26,26,0.334654530775805,1
"GO:0001704","BP","formation of primary germ layer",134,132,0.0801805216149325,1
"GO:0001705","BP","ectoderm formation",4,4,0.848080422287281,1
"GO:0001706","BP","endoderm formation",61,60,0.274236979648758,1
"GO:0001707","BP","mesoderm formation",77,76,0.165642280109418,1
"GO:0001708","BP","cell fate specification",110,110,0.0100662192285206,0.381474997660141
"GO:0001709","BP","cell fate determination",43,43,0.169278878066626,1
"GO:0001710","BP","mesodermal cell fate commitment",18,18,0.471574642687563,1
"GO:0001711","BP","endodermal cell fate commitment",15,15,0.52312439157329,1
"GO:0001712","BP","ectodermal cell fate commitment",3,3,0.883435407712683,1
"GO:0001714","BP","endodermal cell fate specification",8,8,0.707861560020962,1
"GO:0001715","BP","ectodermal cell fate specification",1,1,0.960026578795894,1
"GO:0001716","MF","L-amino-acid oxidase activity",1,1,0.958249569275171,1
"GO:0001717","BP","conversion of seryl-tRNAsec to selenocys-tRNAsec",1,1,0.955362221567824,1
"GO:0001725","CC","stress fiber",83,83,0.0312454077991968,0.819212785519384
"GO:0001726","CC","ruffle",184,182,0.0167315142919497,0.54321814495872
"GO:0001727","MF","lipid kinase activity",40,39,0.504219460331635,1
"GO:0001729","MF","ceramide kinase activity",2,2,0.912066039189461,1
"GO:0001730","MF","2'-5'-oligoadenylate synthetase activity",3,3,0.877910211613313,1
